,Time (q:q+length),q:q+length,Time (0:0+length),0:0+length,Time (2016+q:2016+q+length),2016+q:2016+q+length
867,2020-01-13T14:50:02.000000000Z,4,2020-01-13T14:40:02.000000000Z,4,2020-02-21T17:50:02.000000000Z,6
868,2020-01-13T14:55:02.000000000Z,4,2020-01-13T14:45:03.000000000Z,4,2020-02-21T17:55:02.000000000Z,6
869,2020-01-13T15:00:02.000000000Z,3,2020-01-13T14:50:02.000000000Z,4,2020-02-21T18:00:02.000000000Z,6
870,2020-01-13T15:05:02.000000000Z,3,2020-01-13T14:55:02.000000000Z,4,2020-02-21T18:05:02.000000000Z,6
871,2020-01-13T15:10:02.000000000Z,3,2020-01-13T15:00:02.000000000Z,3,2020-02-21T18:10:02.000000000Z,6
872,2020-01-13T15:15:02.000000000Z,3,2020-01-13T15:05:02.000000000Z,3,2020-02-21T18:15:03.000000000Z,6
873,2020-01-13T15:20:02.000000000Z,3,2020-01-13T15:10:02.000000000Z,3,2020-02-21T18:20:02.000000000Z,6
874,2020-01-13T15:25:02.000000000Z,3,2020-01-13T15:15:02.000000000Z,3,2020-02-21T18:25:02.000000000Z,6
875,2020-01-13T15:30:02.000000000Z,3,2020-01-13T15:20:02.000000000Z,3,2020-02-21T18:30:02.000000000Z,6
876,2020-01-13T15:35:02.000000000Z,3,2020-01-13T15:25:02.000000000Z,3,2020-02-21T18:35:02.000000000Z,6
877,2020-01-13T15:40:02.000000000Z,3,2020-01-13T15:30:02.000000000Z,3,2020-02-21T18:40:02.000000000Z,6
878,2020-01-13T15:45:02.000000000Z,3,2020-01-13T15:35:02.000000000Z,3,2020-02-21T18:45:02.000000000Z,6
879,2020-01-13T15:50:02.000000000Z,3,2020-01-13T15:40:02.000000000Z,3,2020-02-21T18:50:02.000000000Z,6
880,2020-01-13T15:55:27.000000000Z,3,2020-01-13T15:45:02.000000000Z,3,2020-02-21T18:55:02.000000000Z,6
881,2020-01-13T16:00:02.000000000Z,3,2020-01-13T15:50:02.000000000Z,3,2020-02-21T19:00:03.000000000Z,6
882,2020-01-13T16:05:02.000000000Z,3,2020-01-13T15:55:27.000000000Z,3,2020-02-21T19:05:02.000000000Z,6
883,2020-01-13T16:10:02.000000000Z,3,2020-01-13T16:00:02.000000000Z,3,2020-02-21T19:10:02.000000000Z,6
884,2020-01-13T16:15:02.000000000Z,3,2020-01-13T16:05:02.000000000Z,3,2020-02-21T19:15:02.000000000Z,6
885,2020-01-13T16:20:02.000000000Z,3,2020-01-13T16:10:02.000000000Z,3,2020-02-21T19:20:02.000000000Z,6
886,2020-01-13T16:25:02.000000000Z,3,2020-01-13T16:15:02.000000000Z,3,2020-02-21T19:25:02.000000000Z,6
887,2020-01-13T16:30:02.000000000Z,3,2020-01-13T16:20:02.000000000Z,3,2020-02-21T19:30:02.000000000Z,6
888,2020-01-13T16:35:02.000000000Z,3,2020-01-13T16:25:02.000000000Z,3,2020-02-21T19:35:02.000000000Z,6
889,2020-01-13T16:40:03.000000000Z,3,2020-01-13T16:30:02.000000000Z,3,2020-02-21T19:40:02.000000000Z,6
890,2020-01-13T16:45:02.000000000Z,3,2020-01-13T16:35:02.000000000Z,3,2020-02-21T19:45:02.000000000Z,6
891,2020-01-13T16:50:02.000000000Z,3,2020-01-13T16:40:03.000000000Z,3,2020-02-21T19:50:02.000000000Z,6
892,2020-01-13T16:55:02.000000000Z,3,2020-01-13T16:45:02.000000000Z,3,2020-02-21T19:55:02.000000000Z,6
893,2020-01-13T17:00:27.000000000Z,3,2020-01-13T16:50:02.000000000Z,3,2020-02-21T20:00:02.000000000Z,6
894,2020-01-13T17:05:02.000000000Z,3,2020-01-13T16:55:02.000000000Z,3,2020-02-21T20:05:02.000000000Z,6
895,2020-01-13T17:10:02.000000000Z,3,2020-01-13T17:00:27.000000000Z,3,2020-02-21T20:10:02.000000000Z,6
896,2020-01-13T17:15:02.000000000Z,3,2020-01-13T17:05:02.000000000Z,3,2020-02-21T20:15:02.000000000Z,6
897,2020-01-13T17:20:02.000000000Z,3,2020-01-13T17:10:02.000000000Z,3,2020-02-21T20:20:02.000000000Z,6
898,2020-01-13T17:25:02.000000000Z,3,2020-01-13T17:15:02.000000000Z,3,2020-02-21T20:25:02.000000000Z,6
899,2020-01-13T17:30:02.000000000Z,3,2020-01-13T17:20:02.000000000Z,3,2020-02-21T20:30:02.000000000Z,6
900,2020-01-13T17:35:02.000000000Z,3,2020-01-13T17:25:02.000000000Z,3,2020-02-21T20:35:02.000000000Z,6
901,2020-01-13T17:40:02.000000000Z,3,2020-01-13T17:30:02.000000000Z,3,2020-02-21T20:40:02.000000000Z,6
902,2020-01-13T17:45:02.000000000Z,3,2020-01-13T17:35:02.000000000Z,3,2020-02-21T20:45:02.000000000Z,6
903,2020-01-13T17:50:02.000000000Z,3,2020-01-13T17:40:02.000000000Z,3,2020-02-21T20:50:02.000000000Z,6
904,2020-01-13T17:55:02.000000000Z,3,2020-01-13T17:45:02.000000000Z,3,2020-02-21T20:55:02.000000000Z,6
905,2020-01-13T18:00:02.000000000Z,3,2020-01-13T17:50:02.000000000Z,3,2020-02-21T21:00:02.000000000Z,6
906,2020-01-13T18:05:27.000000000Z,3,2020-01-13T17:55:02.000000000Z,3,2020-02-21T21:05:02.000000000Z,6
907,2020-01-13T18:10:02.000000000Z,3,2020-01-13T18:00:02.000000000Z,3,2020-02-21T21:10:02.000000000Z,6
908,2020-01-13T18:15:02.000000000Z,3,2020-01-13T18:05:27.000000000Z,3,2020-02-21T21:15:02.000000000Z,6
909,2020-01-13T18:20:02.000000000Z,3,2020-01-13T18:10:02.000000000Z,3,2020-02-21T21:20:02.000000000Z,6
910,2020-01-13T18:25:02.000000000Z,3,2020-01-13T18:15:02.000000000Z,3,2020-02-21T21:25:02.000000000Z,6
911,2020-01-13T18:30:02.000000000Z,3,2020-01-13T18:20:02.000000000Z,3,2020-02-21T21:30:02.000000000Z,6
912,2020-01-13T18:35:02.000000000Z,3,2020-01-13T18:25:02.000000000Z,3,2020-02-21T21:35:02.000000000Z,6
913,2020-01-13T18:40:02.000000000Z,3,2020-01-13T18:30:02.000000000Z,3,2020-02-21T21:40:02.000000000Z,6
914,2020-01-13T18:45:02.000000000Z,3,2020-01-13T18:35:02.000000000Z,3,2020-02-21T21:45:02.000000000Z,6
915,2020-01-13T18:50:02.000000000Z,3,2020-01-13T18:40:02.000000000Z,3,2020-02-21T21:50:02.000000000Z,6
916,2020-01-13T18:55:02.000000000Z,3,2020-01-13T18:45:02.000000000Z,3,2020-02-21T21:55:02.000000000Z,6
917,2020-01-13T19:00:02.000000000Z,3,2020-01-13T18:50:02.000000000Z,3,2020-02-21T22:00:02.000000000Z,6
918,2020-01-13T19:05:02.000000000Z,3,2020-01-13T18:55:02.000000000Z,3,2020-02-21T22:05:02.000000000Z,6
919,2020-01-13T19:10:02.000000000Z,3,2020-01-13T19:00:02.000000000Z,3,2020-02-21T22:10:02.000000000Z,6
920,2020-01-13T19:15:02.000000000Z,3,2020-01-13T19:05:02.000000000Z,3,2020-02-21T22:15:02.000000000Z,6
921,2020-01-13T19:20:02.000000000Z,3,2020-01-13T19:10:02.000000000Z,3,2020-02-21T22:20:02.000000000Z,6
922,2020-01-13T19:25:02.000000000Z,3,2020-01-13T19:15:02.000000000Z,3,2020-02-21T22:25:02.000000000Z,6
923,2020-01-13T19:30:02.000000000Z,3,2020-01-13T19:20:02.000000000Z,3,2020-02-21T22:30:02.000000000Z,6
924,2020-01-13T19:35:02.000000000Z,4,2020-01-13T19:25:02.000000000Z,3,2020-02-21T22:35:02.000000000Z,6
925,2020-01-13T19:40:02.000000000Z,5,2020-01-13T19:30:02.000000000Z,3,2020-02-21T22:40:02.000000000Z,6
926,2020-01-13T19:45:02.000000000Z,5,2020-01-13T19:35:02.000000000Z,4,2020-02-21T22:45:02.000000000Z,7
927,2020-01-13T19:50:02.000000000Z,6,2020-01-13T19:40:02.000000000Z,5,2020-02-21T22:50:02.000000000Z,7
928,2020-01-13T19:55:02.000000000Z,6,2020-01-13T19:45:02.000000000Z,5,2020-02-21T22:55:02.000000000Z,7
929,2020-01-13T20:00:02.000000000Z,7,2020-01-13T19:50:02.000000000Z,6,2020-02-21T23:00:02.000000000Z,7
930,2020-01-13T20:05:02.000000000Z,8,2020-01-13T19:55:02.000000000Z,6,2020-02-21T23:05:02.000000000Z,7
931,2020-01-13T20:10:02.000000000Z,10,2020-01-13T20:00:02.000000000Z,7,2020-02-21T23:10:02.000000000Z,8
932,2020-01-13T20:15:27.000000000Z,10,2020-01-13T20:05:02.000000000Z,8,2020-02-21T23:15:02.000000000Z,8
933,2020-01-13T20:20:01.000000000Z,11,2020-01-13T20:10:02.000000000Z,10,2020-02-21T23:20:02.000000000Z,11
934,2020-01-13T20:25:02.000000000Z,11,2020-01-13T20:15:27.000000000Z,10,2020-02-21T23:25:02.000000000Z,11
935,2020-01-13T20:30:02.000000000Z,14,2020-01-13T20:20:01.000000000Z,11,2020-02-21T23:30:02.000000000Z,11
936,2020-01-13T20:35:02.000000000Z,8,2020-01-13T20:25:02.000000000Z,11,2020-02-21T23:35:02.000000000Z,14
937,2020-01-13T20:40:02.000000000Z,8,2020-01-13T20:30:02.000000000Z,14,2020-02-21T23:40:02.000000000Z,16
938,2020-01-13T20:45:02.000000000Z,4,2020-01-13T20:35:02.000000000Z,8,2020-02-21T23:45:02.000000000Z,18
939,2020-01-13T20:50:02.000000000Z,3,2020-01-13T20:40:02.000000000Z,8,2020-02-21T23:50:02.000000000Z,20
940,2020-01-13T20:55:02.000000000Z,3,2020-01-13T20:45:02.000000000Z,4,2020-02-21T23:55:02.000000000Z,23
941,2020-01-13T21:00:02.000000000Z,8,2020-01-13T20:50:02.000000000Z,3,2020-02-22T00:00:02.000000000Z,26
942,2020-01-13T21:05:02.000000000Z,10,2020-01-13T20:55:02.000000000Z,3,2020-02-22T00:05:03.000000000Z,26
943,2020-01-13T21:10:02.000000000Z,11,2020-01-13T21:00:02.000000000Z,8,2020-02-22T00:10:02.000000000Z,29
944,2020-01-13T21:15:02.000000000Z,15,2020-01-13T21:05:02.000000000Z,10,2020-02-22T00:15:02.000000000Z,33
945,2020-01-13T21:20:27.000000000Z,17,2020-01-13T21:10:02.000000000Z,11,2020-02-22T00:20:02.000000000Z,40
946,2020-01-13T21:25:02.000000000Z,17,2020-01-13T21:15:02.000000000Z,15,2020-02-22T00:25:02.000000000Z,40
947,2020-01-13T21:30:02.000000000Z,12,2020-01-13T21:20:27.000000000Z,17,2020-02-22T00:30:02.000000000Z,40
948,2020-01-13T21:35:02.000000000Z,8,2020-01-13T21:25:02.000000000Z,17,2020-02-22T00:35:02.000000000Z,39
949,2020-01-13T21:40:02.000000000Z,8,2020-01-13T21:30:02.000000000Z,12,2020-02-22T00:40:02.000000000Z,40
950,2020-01-13T21:45:02.000000000Z,5,2020-01-13T21:35:02.000000000Z,8,2020-02-22T00:45:02.000000000Z,40
951,2020-01-13T21:50:02.000000000Z,8,2020-01-13T21:40:02.000000000Z,8,2020-02-22T00:50:03.000000000Z,38
952,2020-01-13T21:55:02.000000000Z,9,2020-01-13T21:45:02.000000000Z,5,2020-02-22T00:55:02.000000000Z,37
953,2020-01-13T22:00:02.000000000Z,7,2020-01-13T21:50:02.000000000Z,8,2020-02-22T01:00:02.000000000Z,36
954,2020-01-13T22:05:02.000000000Z,8,2020-01-13T21:55:02.000000000Z,9,2020-02-22T01:05:02.000000000Z,33
955,2020-01-13T22:10:02.000000000Z,10,2020-01-13T22:00:02.000000000Z,7,2020-02-22T01:10:02.000000000Z,30
956,2020-01-13T22:15:02.000000000Z,11,2020-01-13T22:05:02.000000000Z,8,2020-02-22T01:15:02.000000000Z,35
957,2020-01-13T22:20:02.000000000Z,12,2020-01-13T22:10:02.000000000Z,10,2020-02-22T01:20:02.000000000Z,32
958,2020-01-13T22:25:27.000000000Z,14,2020-01-13T22:15:02.000000000Z,11,2020-02-22T01:25:02.000000000Z,36
959,2020-01-13T22:30:02.000000000Z,12,2020-01-13T22:20:02.000000000Z,12,2020-02-22T01:30:02.000000000Z,38
960,2020-01-13T22:35:02.000000000Z,11,2020-01-13T22:25:27.000000000Z,14,2020-02-22T01:35:02.000000000Z,38
961,2020-01-13T22:40:02.000000000Z,7,2020-01-13T22:30:02.000000000Z,12,2020-02-22T01:40:02.000000000Z,38
962,2020-01-13T22:45:02.000000000Z,5,2020-01-13T22:35:02.000000000Z,11,2020-02-22T01:45:02.000000000Z,40
963,2020-01-13T22:50:02.000000000Z,0,2020-01-13T22:40:02.000000000Z,7,2020-02-22T01:50:02.000000000Z,39
964,2020-01-13T22:55:02.000000000Z,2,2020-01-13T22:45:02.000000000Z,5,2020-02-22T01:55:01.000000000Z,38
965,2020-01-13T23:00:02.000000000Z,2,2020-01-13T22:50:02.000000000Z,0,2020-02-22T02:00:02.000000000Z,38
966,2020-01-13T23:05:02.000000000Z,1,2020-01-13T22:55:02.000000000Z,2,2020-02-22T02:05:02.000000000Z,38
967,2020-01-13T23:10:02.000000000Z,2,2020-01-13T23:00:02.000000000Z,2,2020-02-22T02:10:02.000000000Z,37
968,2020-01-13T23:15:02.000000000Z,4,2020-01-13T23:05:02.000000000Z,1,2020-02-22T02:15:02.000000000Z,38
969,2020-01-13T23:20:02.000000000Z,11,2020-01-13T23:10:02.000000000Z,2,2020-02-22T02:20:02.000000000Z,37
970,2020-01-13T23:25:02.000000000Z,13,2020-01-13T23:15:02.000000000Z,4,2020-02-22T02:25:02.000000000Z,38
971,2020-01-13T23:30:02.000000000Z,18,2020-01-13T23:20:02.000000000Z,11,2020-02-22T02:30:02.000000000Z,38
972,2020-01-13T23:35:02.000000000Z,17,2020-01-13T23:25:02.000000000Z,13,2020-02-22T02:35:02.000000000Z,38
973,2020-01-13T23:40:02.000000000Z,22,2020-01-13T23:30:02.000000000Z,18,2020-02-22T02:40:02.000000000Z,38
974,2020-01-13T23:45:02.000000000Z,24,2020-01-13T23:35:02.000000000Z,17,2020-02-22T02:45:02.000000000Z,37
975,2020-01-13T23:50:02.000000000Z,27,2020-01-13T23:40:02.000000000Z,22,2020-02-22T02:50:02.000000000Z,38
976,2020-01-13T23:55:02.000000000Z,28,2020-01-13T23:45:02.000000000Z,24,2020-02-22T02:55:02.000000000Z,38
977,2020-01-14T00:00:02.000000000Z,28,2020-01-13T23:50:02.000000000Z,27,2020-02-22T03:00:02.000000000Z,38
978,2020-01-14T00:05:02.000000000Z,35,2020-01-13T23:55:02.000000000Z,28,2020-02-22T03:05:02.000000000Z,38
979,2020-01-14T00:10:02.000000000Z,35,2020-01-14T00:00:02.000000000Z,28,2020-02-22T03:10:02.000000000Z,38
980,2020-01-14T00:15:02.000000000Z,36,2020-01-14T00:05:02.000000000Z,35,2020-02-22T03:15:02.000000000Z,38
981,2020-01-14T00:20:02.000000000Z,36,2020-01-14T00:10:02.000000000Z,35,2020-02-22T03:20:02.000000000Z,38
982,2020-01-14T00:25:02.000000000Z,36,2020-01-14T00:15:02.000000000Z,36,2020-02-22T03:25:03.000000000Z,38
983,2020-01-14T00:30:02.000000000Z,38,2020-01-14T00:20:02.000000000Z,36,2020-02-22T03:30:02.000000000Z,38
984,2020-01-14T00:35:27.000000000Z,38,2020-01-14T00:25:02.000000000Z,36,2020-02-22T03:35:02.000000000Z,38
985,2020-01-14T00:40:02.000000000Z,37,2020-01-14T00:30:02.000000000Z,38,2020-02-22T03:40:02.000000000Z,38
986,2020-01-14T00:45:02.000000000Z,36,2020-01-14T00:35:27.000000000Z,38,2020-02-22T03:45:02.000000000Z,38
987,2020-01-14T00:50:03.000000000Z,37,2020-01-14T00:40:02.000000000Z,37,2020-02-22T03:50:02.000000000Z,38
988,2020-01-14T00:55:02.000000000Z,39,2020-01-14T00:45:02.000000000Z,36,2020-02-22T03:55:02.000000000Z,38
989,2020-01-14T01:00:02.000000000Z,40,2020-01-14T00:50:03.000000000Z,37,2020-02-22T04:00:02.000000000Z,37
990,2020-01-14T01:05:02.000000000Z,38,2020-01-14T00:55:02.000000000Z,39,2020-02-22T04:05:02.000000000Z,34
991,2020-01-14T01:10:02.000000000Z,38,2020-01-14T01:00:02.000000000Z,40,2020-02-22T04:10:02.000000000Z,34
992,2020-01-14T01:15:02.000000000Z,38,2020-01-14T01:05:02.000000000Z,38,2020-02-22T04:15:02.000000000Z,32
993,2020-01-14T01:20:02.000000000Z,37,2020-01-14T01:10:02.000000000Z,38,2020-02-22T04:20:02.000000000Z,32
994,2020-01-14T01:25:02.000000000Z,39,2020-01-14T01:15:02.000000000Z,38,2020-02-22T04:25:02.000000000Z,32
995,2020-01-14T01:30:02.000000000Z,40,2020-01-14T01:20:02.000000000Z,37,2020-02-22T04:30:02.000000000Z,32
996,2020-01-14T01:35:02.000000000Z,40,2020-01-14T01:25:02.000000000Z,39,2020-02-22T04:35:02.000000000Z,31
997,2020-01-14T01:40:02.000000000Z,38,2020-01-14T01:30:02.000000000Z,40,2020-02-22T04:40:02.000000000Z,30
998,2020-01-14T01:45:02.000000000Z,38,2020-01-14T01:35:02.000000000Z,40,2020-02-22T04:45:02.000000000Z,30
999,2020-01-14T01:50:02.000000000Z,38,2020-01-14T01:40:02.000000000Z,38,2020-02-22T04:50:02.000000000Z,29
1000,2020-01-14T01:55:02.000000000Z,36,2020-01-14T01:45:02.000000000Z,38,2020-02-22T04:55:02.000000000Z,29
1001,2020-01-14T02:00:02.000000000Z,38,2020-01-14T01:50:02.000000000Z,38,2020-02-22T05:00:02.000000000Z,29
1002,2020-01-14T02:05:02.000000000Z,38,2020-01-14T01:55:02.000000000Z,36,2020-02-22T05:05:02.000000000Z,28
1003,2020-01-14T02:10:02.000000000Z,39,2020-01-14T02:00:02.000000000Z,38,2020-02-22T05:10:02.000000000Z,28
1004,2020-01-14T02:15:02.000000000Z,40,2020-01-14T02:05:02.000000000Z,38,2020-02-22T05:15:02.000000000Z,28
1005,2020-01-14T02:20:02.000000000Z,40,2020-01-14T02:10:02.000000000Z,39,2020-02-22T05:20:02.000000000Z,31
1006,2020-01-14T02:25:02.000000000Z,40,2020-01-14T02:15:02.000000000Z,40,2020-02-22T05:25:02.000000000Z,31
1007,2020-01-14T02:30:02.000000000Z,40,2020-01-14T02:20:02.000000000Z,40,2020-02-22T05:30:02.000000000Z,30
1008,2020-01-14T02:35:02.000000000Z,39,2020-01-14T02:25:02.000000000Z,40,2020-02-22T05:35:02.000000000Z,28
1009,2020-01-14T02:40:02.000000000Z,39,2020-01-14T02:30:02.000000000Z,40,2020-02-22T05:40:02.000000000Z,28
1010,2020-01-14T02:45:02.000000000Z,40,2020-01-14T02:35:02.000000000Z,39,2020-02-22T05:45:02.000000000Z,30
1011,2020-01-14T02:50:02.000000000Z,39,2020-01-14T02:40:02.000000000Z,39,2020-02-22T05:50:02.000000000Z,32
1012,2020-01-14T02:55:02.000000000Z,38,2020-01-14T02:45:02.000000000Z,40,2020-02-22T05:55:02.000000000Z,32
1013,2020-01-14T03:00:27.000000000Z,38,2020-01-14T02:50:02.000000000Z,39,2020-02-22T06:00:02.000000000Z,32
1014,2020-01-14T03:05:02.000000000Z,36,2020-01-14T02:55:02.000000000Z,38,2020-02-22T06:05:02.000000000Z,32
1015,2020-01-14T03:10:02.000000000Z,36,2020-01-14T03:00:27.000000000Z,38,2020-02-22T06:10:02.000000000Z,31
1016,2020-01-14T03:15:01.000000000Z,36,2020-01-14T03:05:02.000000000Z,36,2020-02-22T06:15:02.000000000Z,31
1017,2020-01-14T03:20:02.000000000Z,36,2020-01-14T03:10:02.000000000Z,36,2020-02-22T06:20:03.000000000Z,31
1018,2020-01-14T03:25:02.000000000Z,33,2020-01-14T03:15:01.000000000Z,36,2020-02-22T06:25:03.000000000Z,28
1019,2020-01-14T03:30:02.000000000Z,34,2020-01-14T03:20:02.000000000Z,36,2020-02-22T06:30:02.000000000Z,27
1020,2020-01-14T03:35:02.000000000Z,34,2020-01-14T03:25:02.000000000Z,33,2020-02-22T06:35:03.000000000Z,25
1021,2020-01-14T03:40:02.000000000Z,33,2020-01-14T03:30:02.000000000Z,34,2020-02-22T06:40:02.000000000Z,22
1022,2020-01-14T03:45:02.000000000Z,33,2020-01-14T03:35:02.000000000Z,34,2020-02-22T06:45:27.000000000Z,22
1023,2020-01-14T03:50:02.000000000Z,36,2020-01-14T03:40:02.000000000Z,33,2020-02-22T06:50:02.000000000Z,23
1024,2020-01-14T03:55:02.000000000Z,33,2020-01-14T03:45:02.000000000Z,33,2020-02-22T06:55:02.000000000Z,25
1025,2020-01-14T04:00:02.000000000Z,34,2020-01-14T03:50:02.000000000Z,36,2020-02-22T07:00:02.000000000Z,26
1026,2020-01-14T04:05:02.000000000Z,34,2020-01-14T03:55:02.000000000Z,33,2020-02-22T07:05:02.000000000Z,24
1027,2020-01-14T04:10:02.000000000Z,32,2020-01-14T04:00:02.000000000Z,34,2020-02-22T07:10:02.000000000Z,23
1028,2020-01-14T04:15:02.000000000Z,29,2020-01-14T04:05:02.000000000Z,34,2020-02-22T07:15:02.000000000Z,27
1029,2020-01-14T04:20:02.000000000Z,29,2020-01-14T04:10:02.000000000Z,32,2020-02-22T07:20:02.000000000Z,27
1030,2020-01-14T04:25:02.000000000Z,31,2020-01-14T04:15:02.000000000Z,29,2020-02-22T07:25:03.000000000Z,27
1031,2020-01-14T04:30:02.000000000Z,32,2020-01-14T04:20:02.000000000Z,29,2020-02-22T07:30:02.000000000Z,27
1032,2020-01-14T04:35:02.000000000Z,33,2020-01-14T04:25:02.000000000Z,31,2020-02-22T07:35:02.000000000Z,28
1033,2020-01-14T04:40:02.000000000Z,34,2020-01-14T04:30:02.000000000Z,32,2020-02-22T07:40:02.000000000Z,28
1034,2020-01-14T04:45:02.000000000Z,34,2020-01-14T04:35:02.000000000Z,33,2020-02-22T07:45:01.000000000Z,29
1035,2020-01-14T04:50:02.000000000Z,33,2020-01-14T04:40:02.000000000Z,34,2020-02-22T07:50:02.000000000Z,30
1036,2020-01-14T04:55:02.000000000Z,33,2020-01-14T04:45:02.000000000Z,34,2020-02-22T07:55:02.000000000Z,33
1037,2020-01-14T05:00:02.000000000Z,35,2020-01-14T04:50:02.000000000Z,33,2020-02-22T08:00:02.000000000Z,33
1038,2020-01-14T05:05:02.000000000Z,34,2020-01-14T04:55:02.000000000Z,33,2020-02-22T08:05:02.000000000Z,32
1039,2020-01-14T05:10:02.000000000Z,35,2020-01-14T05:00:02.000000000Z,35,2020-02-22T08:10:02.000000000Z,29
1040,2020-01-14T05:15:02.000000000Z,35,2020-01-14T05:05:02.000000000Z,34,2020-02-22T08:15:02.000000000Z,30
1041,2020-01-14T05:20:02.000000000Z,36,2020-01-14T05:10:02.000000000Z,35,2020-02-22T08:20:02.000000000Z,32
1042,2020-01-14T05:25:02.000000000Z,37,2020-01-14T05:15:02.000000000Z,35,2020-02-22T08:25:02.000000000Z,30
1043,2020-01-14T05:30:02.000000000Z,34,2020-01-14T05:20:02.000000000Z,36,2020-02-22T08:30:02.000000000Z,31
1044,2020-01-14T05:35:02.000000000Z,34,2020-01-14T05:25:02.000000000Z,37,2020-02-22T08:35:02.000000000Z,30
1045,2020-01-14T05:40:02.000000000Z,34,2020-01-14T05:30:02.000000000Z,34,2020-02-22T08:40:02.000000000Z,27
1046,2020-01-14T05:45:02.000000000Z,36,2020-01-14T05:35:02.000000000Z,34,2020-02-22T08:45:02.000000000Z,23
1047,2020-01-14T05:50:02.000000000Z,37,2020-01-14T05:40:02.000000000Z,34,2020-02-22T08:50:02.000000000Z,24
1048,2020-01-14T05:55:02.000000000Z,37,2020-01-14T05:45:02.000000000Z,36,2020-02-22T08:55:02.000000000Z,22
1049,2020-01-14T06:00:02.000000000Z,37,2020-01-14T05:50:02.000000000Z,37,2020-02-22T09:00:02.000000000Z,24
1050,2020-01-14T06:05:02.000000000Z,36,2020-01-14T05:55:02.000000000Z,37,2020-02-22T09:05:03.000000000Z,24
1051,2020-01-14T06:10:02.000000000Z,36,2020-01-14T06:00:02.000000000Z,37,2020-02-22T09:10:02.000000000Z,24
1052,2020-01-14T06:15:02.000000000Z,34,2020-01-14T06:05:02.000000000Z,36,2020-02-22T09:15:02.000000000Z,21
1053,2020-01-14T06:20:02.000000000Z,34,2020-01-14T06:10:02.000000000Z,36,2020-02-22T09:20:02.000000000Z,22
1054,2020-01-14T06:25:02.000000000Z,34,2020-01-14T06:15:02.000000000Z,34,2020-02-22T09:25:02.000000000Z,20
1055,2020-01-14T06:30:02.000000000Z,36,2020-01-14T06:20:02.000000000Z,34,2020-02-22T09:30:02.000000000Z,20
1056,2020-01-14T06:35:02.000000000Z,36,2020-01-14T06:25:02.000000000Z,34,2020-02-22T09:35:02.000000000Z,20
1057,2020-01-14T06:40:02.000000000Z,38,2020-01-14T06:30:02.000000000Z,36,2020-02-22T09:40:02.000000000Z,22
1058,2020-01-14T06:45:02.000000000Z,37,2020-01-14T06:35:02.000000000Z,36,2020-02-22T09:45:02.000000000Z,20
1059,2020-01-14T06:50:02.000000000Z,39,2020-01-14T06:40:02.000000000Z,38,2020-02-22T09:50:02.000000000Z,20
1060,2020-01-14T06:55:02.000000000Z,40,2020-01-14T06:45:02.000000000Z,37,2020-02-22T09:55:02.000000000Z,20
1061,2020-01-14T07:00:02.000000000Z,40,2020-01-14T06:50:02.000000000Z,39,2020-02-22T10:00:03.000000000Z,18
1062,2020-01-14T07:05:02.000000000Z,39,2020-01-14T06:55:02.000000000Z,40,2020-02-22T10:05:02.000000000Z,15
1063,2020-01-14T07:10:02.000000000Z,38,2020-01-14T07:00:02.000000000Z,40,2020-02-22T10:10:02.000000000Z,14
1064,2020-01-14T07:15:02.000000000Z,31,2020-01-14T07:05:02.000000000Z,39,2020-02-22T10:15:02.000000000Z,13
1065,2020-01-14T07:20:02.000000000Z,35,2020-01-14T07:10:02.000000000Z,38,2020-02-22T10:20:02.000000000Z,9
1066,2020-01-14T07:25:02.000000000Z,31,2020-01-14T07:15:02.000000000Z,31,2020-02-22T10:25:02.000000000Z,6
1067,2020-01-14T07:30:02.000000000Z,27,2020-01-14T07:20:02.000000000Z,35,2020-02-22T10:30:03.000000000Z,3
1068,2020-01-14T07:35:02.000000000Z,22,2020-01-14T07:25:02.000000000Z,31,2020-02-22T10:35:02.000000000Z,1
1069,2020-01-14T07:40:02.000000000Z,19,2020-01-14T07:30:02.000000000Z,27,2020-02-22T10:40:02.000000000Z,0
1070,2020-01-14T07:45:02.000000000Z,18,2020-01-14T07:35:02.000000000Z,22,2020-02-22T10:45:02.000000000Z,3
1071,2020-01-14T07:50:02.000000000Z,16,2020-01-14T07:40:02.000000000Z,19,2020-02-22T10:50:02.000000000Z,2
1072,2020-01-14T07:55:02.000000000Z,13,2020-01-14T07:45:02.000000000Z,18,2020-02-22T10:55:03.000000000Z,3
1073,2020-01-14T08:00:02.000000000Z,13,2020-01-14T07:50:02.000000000Z,16,2020-02-22T11:00:02.000000000Z,4
1074,2020-01-14T08:05:02.000000000Z,11,2020-01-14T07:55:02.000000000Z,13,2020-02-22T11:05:02.000000000Z,0
1075,2020-01-14T08:10:02.000000000Z,9,2020-01-14T08:00:02.000000000Z,13,2020-02-22T11:10:02.000000000Z,2
1076,2020-01-14T08:15:02.000000000Z,11,2020-01-14T08:05:02.000000000Z,11,2020-02-22T11:15:02.000000000Z,0
1077,2020-01-14T08:20:02.000000000Z,7,2020-01-14T08:10:02.000000000Z,9,2020-02-22T11:20:02.000000000Z,0
1078,2020-01-14T08:25:02.000000000Z,2,2020-01-14T08:15:02.000000000Z,11,2020-02-22T11:25:02.000000000Z,3
1079,2020-01-14T08:30:02.000000000Z,4,2020-01-14T08:20:02.000000000Z,7,2020-02-22T11:30:02.000000000Z,0
